timestep,episode,reward,max_x_pos,flag_get,deaths,frames,time_left
5000,0,147.0,208,0,0,28,295
5000,1,147.0,208,0,0,28,295
5000,2,147.0,208,0,0,28,295
5000,3,147.0,208,0,0,28,295
5000,4,147.0,208,0,0,28,295
10000,0,170.0,231,0,0,20,297
10000,1,170.0,231,0,0,20,297
10000,2,170.0,231,0,0,20,297
10000,3,170.0,231,0,0,20,297
10000,4,170.0,231,0,0,20,297
15000,0,170.0,231,0,0,20,297
15000,1,170.0,231,0,0,20,297
15000,2,170.0,231,0,0,20,297
15000,3,170.0,231,0,0,20,297
15000,4,170.0,231,0,0,20,297
20000,0,-77.0,39,0,0,111,278
20000,1,-77.0,39,0,0,111,278
20000,2,-77.0,39,0,0,111,278
20000,3,-77.0,39,0,0,111,278
20000,4,-77.0,39,0,0,111,278
25000,0,-77.0,39,0,0,111,278
25000,1,-77.0,39,0,0,111,278
25000,2,-77.0,39,0,0,111,278
25000,3,-77.0,39,0,0,111,278
25000,4,-77.0,39,0,0,111,278
30000,0,-77.0,39,0,0,111,278
30000,1,-77.0,39,0,0,111,278
30000,2,-77.0,39,0,0,111,278
30000,3,-77.0,39,0,0,111,278
30000,4,-77.0,39,0,0,111,278
35000,0,-77.0,39,0,0,111,278
35000,1,-77.0,39,0,0,111,278
35000,2,-77.0,39,0,0,111,278
35000,3,-77.0,39,0,0,111,278
35000,4,-77.0,39,0,0,111,278
40000,0,-77.0,39,0,0,111,278
40000,1,-77.0,39,0,0,111,278
40000,2,-77.0,39,0,0,111,278
40000,3,-77.0,39,0,0,111,278
40000,4,-77.0,39,0,0,111,278
45000,0,-77.0,39,0,0,111,278
45000,1,-77.0,39,0,0,111,278
45000,2,-77.0,39,0,0,111,278
45000,3,-77.0,39,0,0,111,278
45000,4,-77.0,39,0,0,111,278
50000,0,-77.0,39,0,0,111,278
50000,1,-77.0,39,0,0,111,278
50000,2,-77.0,39,0,0,111,278
50000,3,-77.0,39,0,0,111,278
50000,4,-77.0,39,0,0,111,278
55000,0,-77.0,39,0,0,111,278
55000,1,-77.0,39,0,0,111,278
55000,2,-77.0,39,0,0,111,278
55000,3,-77.0,39,0,0,111,278
55000,4,-77.0,39,0,0,111,278
60000,0,-77.0,39,0,0,111,278
60000,1,-77.0,39,0,0,111,278
60000,2,-77.0,39,0,0,111,278
60000,3,-77.0,39,0,0,111,278
60000,4,-77.0,39,0,0,111,278
65000,0,-77.0,39,0,0,111,278
65000,1,-77.0,39,0,0,111,278
65000,2,-77.0,39,0,0,111,278
65000,3,-77.0,39,0,0,111,278
65000,4,-77.0,39,0,0,111,278
70000,0,-77.0,39,0,0,111,278
70000,1,-77.0,39,0,0,111,278
70000,2,-77.0,39,0,0,111,278
70000,3,-77.0,39,0,0,111,278
70000,4,-77.0,39,0,0,111,278
75000,0,-77.0,39,0,0,111,278
75000,1,-77.0,39,0,0,111,278
75000,2,-77.0,39,0,0,111,278
75000,3,-77.0,39,0,0,111,278
75000,4,-77.0,39,0,0,111,278
80000,0,-77.0,39,0,0,111,278
80000,1,-77.0,39,0,0,111,278
80000,2,-77.0,39,0,0,111,278
80000,3,-77.0,39,0,0,111,278
80000,4,-77.0,39,0,0,111,278
85000,0,-77.0,39,0,0,111,278
85000,1,-77.0,39,0,0,111,278
85000,2,-77.0,39,0,0,111,278
