algo,stage,seed,tau,d_bar,deaths,time_frames
DQN,1-1,42,0.0,0.011941212492345376,0.0,
DQN,1-1,123,0.0,0.20881812614819353,0.0,
DQN,1-1,2024,0.0,0.46754439681567667,0.0,
DQN,1-2,42,0.0,0.08909981628903858,0.0,
DQN,1-2,123,0.0,0.2743417023882425,0.0,
DQN,1-2,2024,0.0,0.2777097366809553,0.0,
DQN,4-1,42,0.0,0.13916192446973616,0.0,
DQN,4-1,123,0.0,0.08768753233316089,0.0,
DQN,4-1,2024,0.0,0.08820486290739783,0.0,
DQN,8-1,42,0.0,0.07072872014696877,0.0,
