nohup: ignoring input
Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
Python : 3.10.18
PyTorch: 2.4.1+cu121 | CUDA: True
GPU    : NVIDIA GeForce RTX 4070 Laptop GPU
VRAM   : 8.2 GB

Profile         : full
Algos           : ['PPO']
Stages          : ['1-1', '1-2', '4-1', '8-1']
Seeds           : [42, 123, 2024]
Total timesteps : 500,000
Total treinos   : 12
Reward shaping  : não
Output em       : /home/murilo/Documents/academico/unesp_cc/repos/unesp-paper-deep-reinforcement-learning-platform-2d-games/mario_drl_results


======================================================================
[1/12] PPO | stage 1-1 | seed 42
======================================================================

► [PPO_stage1-1_seed42] treinando (500,000 timesteps restantes, n_envs=8)
  [eval @ 340,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 345,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 350,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 355,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 360,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 365,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 370,000] reward= +249.00± 0.00  completion=0%  max_x_avg=313
  [eval @ 375,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 380,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 385,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 390,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 395,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 400,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 405,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 410,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 415,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 420,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 425,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 430,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 435,000] reward= -401.00± 0.00  completion=0%  max_x_avg=54
  [eval @ 440,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 445,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 450,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 455,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 460,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 465,000] reward=  +58.00± 0.00  completion=0%  max_x_avg=245
  [eval @ 470,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 475,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 480,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 485,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 490,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 495,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 500,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
 100% ━━━━━━━━━━━━━━━━━━━━━━━━ 500,736/500,000  [ 0:31:13 < 0:00:00 , 371 it/s ]
✓ [PPO_stage1-1_seed123] concluído em 31.3 min — modelo: /home/murilo/Documents/academico/unesp_cc/repos/unesp-paper-deep-reinforcement-learning-platform-2d-games/mario_drl_results/models/PPO_stage1-1_seed123.zip

======================================================================
[3/12] PPO | stage 1-1 | seed 2024
======================================================================

► [PPO_stage1-1_seed2024] treinando (500,000 timesteps restantes, n_envs=8)
  [eval @   5,000] reward= -415.00± 0.00  completion=0%  max_x_avg=40
  [eval @  10,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @  15,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @  20,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @  25,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @  30,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @  35,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @  40,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @  45,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @  50,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @  55,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @  60,000] reward= +230.00± 0.00  completion=0%  max_x_avg=294
  [eval @  65,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @  70,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @  75,000] reward= -415.00± 0.00  completion=0%  max_x_avg=40
  [eval @  80,000] reward= -415.00± 0.00  completion=0%  max_x_avg=40
  [eval @  85,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @  90,000] reward= -415.00± 0.00  completion=0%  max_x_avg=40
  [eval @  95,000] reward= -415.00± 0.00  completion=0%  max_x_avg=40
  [eval @ 100,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 105,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 110,000] reward= -402.00± 0.00  completion=0%  max_x_avg=53
  [eval @ 115,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 120,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 125,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 130,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 135,000] reward= +139.00± 0.00  completion=0%  max_x_avg=594
  [eval @ 140,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 145,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 150,000] reward=  -21.00± 0.00  completion=0%  max_x_avg=434
  [eval @ 155,000] reward= +220.00± 0.00  completion=0%  max_x_avg=285
  [eval @ 160,000] reward= +139.00± 0.00  completion=0%  max_x_avg=594
  [eval @ 165,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 170,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 175,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 180,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 185,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 190,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 195,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 200,000] reward=  -21.00± 0.00  completion=0%  max_x_avg=434
  [eval @ 205,000] reward= -415.00± 0.00  completion=0%  max_x_avg=40
  [eval @ 210,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 215,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 220,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 225,000] reward= +240.00± 0.00  completion=0%  max_x_avg=301
  [eval @ 230,000] reward= -415.00± 0.00  completion=0%  max_x_avg=40
  [eval @ 235,000] reward= +189.00± 0.00  completion=0%  max_x_avg=255
  [eval @ 240,000] reward= -415.00± 0.00  completion=0%  max_x_avg=40
  [eval @ 245,000] reward= -415.00± 0.00  completion=0%  max_x_avg=40
  [eval @ 250,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 255,000] reward= -149.00± 0.00  completion=0%  max_x_avg=306
  [eval @ 260,000] reward=  -21.00± 0.00  completion=0%  max_x_avg=434
  [eval @ 265,000] reward= -402.00± 0.00  completion=0%  max_x_avg=53
  [eval @ 270,000] reward= -415.00± 0.00  completion=0%  max_x_avg=40
  [eval @ 275,000] reward=  -54.00± 0.00  completion=0%  max_x_avg=401
  [eval @ 280,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 285,000] reward= -398.00± 0.00  completion=0%  max_x_avg=57
  [eval @ 290,000] reward= +244.00± 0.00  completion=0%  max_x_avg=308
  [eval @ 295,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 300,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 305,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 310,000] reward= -409.00± 0.00  completion=0%  max_x_avg=46
  [eval @ 315,000] reward= +250.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 320,000] reward= +252.00± 0.00  completion=0%  max_x_avg=315
  [eval @ 325,000] reward= +252.00± 0.00  completion=0%  max_x_avg=315
  [eval @ 330,000] reward= +252.00± 0.00  completion=0%  max_x_avg=315
  [eval @ 335,000] reward= +252.00± 0.00  completion=0%  max_x_avg=315
  [eval @ 340,000] reward= +252.00± 0.00  completion=0%  max_x_avg=315
  [eval @ 345,000] reward= +252.00± 0.00  completion=0%  max_x_avg=315
  [eval @ 350,000] reward= +251.00± 0.00  completion=0%  max_x_avg=314
  [eval @ 355,000] reward= +252.00± 0.00  completion=0%  max_x_avg=315
  [eval @ 360,000] reward= +231.00± 0.00  completion=0%  max_x_avg=296
  [eval @ 365,000] reward= +241.00± 0.00  completion=0%  max_x_avg=304
  [eval @ 370,000] reward= +252.00± 0.00  completion=0%  max_x_avg=315
  [eval @ 375,000] reward= +252.00± 0.00  completion=0%  max_x_avg=315
  [eval @ 380,000] reward=  -71.00± 0.00  completion=0%  max_x_avg=384
  [eval @ 385,000] reward= +252.00± 0.00  completion=0%  max_x_avg=315
  [eval @ 390,000] reward= +252.00± 0.00  completion=0%  max_x_avg=315
  [eval @ 395,000] reward= +252.00± 0.00  completion=0%  max_x_avg=315
  [eval @ 400,000] reward=  -21.00± 0.00  completion=0%  max_x_avg=434
  [eval @ 405,000] reward= +252.00± 0.00  completion=0%  max_x_avg=315
  [eval @ 410,000] reward= +252.00± 0.00  completion=0%  max_x_avg=315
  [eval @ 415,000] reward= +252.00± 0.00  completion=0%  max_x_avg=315
